Source	ATG	Target	Interaction	CCV	SYP61	Peroxisome	TGN	VHA-A1-GFP	CLC2-GFP	RABF1/ARA6-RFP	RFP-RABF2b/ARA7	YFP-GOT1	YFP-RABD2a/ARA5	YFP-RABG3f	YFP-VAMP711	Interactor Number	Contaminant	S-acylation	ER	Golgi	mit/plastid	Other	PM	Vacuole	Contaminant	Golgi	ER	ER/Vacuole	Golgi	mit/plastid	not classified	PM	Vacuole	Grand Total	TMs	Lipid modifications	IEA	IDA	Signal peptide	Database	unconventional?
ARA7/AtRABF2b	AT5G18420	unknown protein	pp								1					1																		1	0	0	0	0	0	trembl	
ARA7/AtRABF2b	AT5G24350	Secretory pathway Sec39 domain protein	pp								1					1																		1	0	0	endoplasmic reticulum membrane 	0	0	Swiss	
ARA7/AtRABF2b	AT5G43900	MYA2 myosin 2 	pp								1					1																		1	0	0	cytoplasm 	0	0	Swiss	
ARA7/AtRABF2b	AT5G62690	TUB2 tubulin beta chain 2 	pp								1					1																		1	0	0	0	0	0	Swiss	
ARA7/AtRABF2b	AT5G63190	MA3 domain-containing protein 	pp								1					1																		1	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT1G77140	"VPS45, ATVPS45 vacuolar protein sorting 45 "	pp		1		1	1					1		1	2																		5	0	0	0	plant-type vacuole membrane trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT1G30450	"CCC1, ATCCC1, HAP5 cation-chloride co-transporter 1 "	pp		1		1	1			1		1			2				1									1					7	9	0	0	endosome Golgi apparatus plasma membrane trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT4G30260	YIP4b	pp		1		1	1			1		1			2				1											1			7	5	0	0	0	0	trembl	
ARA5/AtRABD2a	AT3G58460	"ATRBL15, RBL15 RHOMBOID-like protein 15 "	pp				1	1			1		1			2																		4	6	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT1G59870	"PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 ABC-2 and Plant PDR ABC-type transporter family protein "	pp		1			1	1	1	1	1	1	1	1	7		1					1									1		12	13	0	0	chloroplast chloroplast envelope membrane mitochondrion plasma membrane vacuolar membrane 	0	Swiss	
ARA5/AtRABD2a	AT5G53480	ARM repeat superfamily protein 	pp						1	1	1	1	1	1	1	7		1																8	0	0	0	chloroplast cytoplasm nucleus 	0	Swiss	
ARA5/AtRABD2a	AT2G46520	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative "	pp							1	1	1	1	1	1	6		1																7	0	0	nucleus 	cytosol membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT5G26360	TCP-1/cpn60 chaperonin family protein 	pp								1		1	1		3		1				1												5	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT2G33120	VAMP722/SAR1	pp							1	1	1	1	1		5																		5	1	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT5G05010	Coatomer ? (RET2p)	pp								1		1			2		1																3	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT5G12370	SEC10	pp								1		1			2		1																3	0	0	0	exocyst membrane plasma membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT1G29470	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp								1	1	1	1		4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT5G56030	"HSP81-2, ERD8, HSP90.2, AtHsp90.2 heat shock protein 81-2 "	pp										1		1	2		1				1												4	0	0	cytoplasm 	0	0	Swiss	
ARA5/AtRABD2a	AT1G28200	FIP1 FH interacting protein 1 	pp										1			1		1				1												3	0	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT5G15680	ARM repeat superfamily protein 	pp										1			1		1																2	0	0	0	membrane plasma membrane 	0	trembl	
ARA5/AtRABD2a	AT1G26850	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp							1	1	1	1			4		1		1						1			1					8	1	0	Golgi membrane 	endosome Golgi apparatus membrane trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT4G18030	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp					1		1	1	1	1			4				1						1			1					8	1	0	Golgi membrane 	endosome Golgi apparatus plant-type cell wall trans-Golgi network vacuolar membrane 	0	Swiss	
ARA5/AtRABD2a	AT3G23300	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp							1		1	1		1	4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus nucleus trans-Golgi network vacuolar membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G19640	ARA7/AtRABF2b	pp							1	1		1	1		4			1												1			6	0	S-geranylgeranyl cysteine. {ECO:0000250}.	early endosome membrane vacuolar membrane 	early endosome endoplasmic reticulum endosome plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT3G46830	AtRABA2c	pp		1								1	1		2						1										1		5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	endosome membrane Golgi apparatus 	cell plate cytosol endosome plasma membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT1G16920	AtRABA1b	pp		1						1		1			2							1								1			5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	plasma membrane vacuolar membrane vacuole 	0	Swiss	
ARA5/AtRABD2a	AT1G02130	ARA5/AtRABD2a	pp		1								1			1						1												3	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	Golgi membrane plasma membrane trans-Golgi network membrane vacuole 	0	Swiss	
ARA5/AtRABD2a	AT4G34830	MRL1 Pentatricopeptide repeat (PPR) superfamily protein 	pp								1		1	1		3																		3	1	0	0	chloroplast 	0	Swiss	
ARA5/AtRABD2a	AT5G11980	COG8	pp								1		1			2																		2	0	0	0	plasmodesma 	0	trembl	
ARA5/AtRABD2a	AT5G20490	"XIK, ATXIK, XI-17 Myosin family protein with Dil domain "	pp								1		1			2																		2	0	0	cytoplasm 	plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT1G36160	"ACC1, AT-ACC1, EMB22, GK, PAS3 acetyl-CoA carboxylase 1 "	pp								1		1	1		3																		3	0	0	cytosol 	plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G38600	"KAK, UPL3 HEAT repeat ;HECT-domain (ubiquitin-transferase) "	pp						1		1		1			3																		3	0	0	0	plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT5G64330	"NPH3, RPT3, JK218 Phototropic-responsive NPH3 family protein "	pp										1			1																		1	0	0	0	plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G33650	"ADL2, DRP3A dynamin-related protein 3A "	pp						1		1		1			3																		3	0	0	mitochondrion 	peroxisome 	0	Swiss	
ARA5/AtRABD2a	AT1G49340	ATPI4K ALPHA Phosphatidylinositol 3- and 4-kinase family protein 	pp								1		1			2																		2	0	0	0	perinuclear region of cytoplasm plasma membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT2G20990	SYTA synaptotagmin A 	pp						1		1		1			3		1	1												1			6	1	0	endosome membrane plasma membrane 	0	0	Swiss	
ARA5/AtRABD2a	AT5G04130	GYRB2 DNA GYRASE B2 	pp								1		1	1		3																		3	0	0	0	mitochondrion 	0	Swiss	
ARA5/AtRABD2a	AT4G30190	"AHA2, PMA2, HA2 H(+)-ATPase 2 "	pp		1					1	1		1			3							1			1						1		7	8	0	plasma membrane 	integral component of membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G04910	NSF type	pp		1						1	1	1		1	4						1				1					1			8	0	0	0	Golgi apparatus plasma membrane plasmodesma vacuole 	0	Swiss	
ARA5/AtRABD2a	AT1G50500	VPS53	pp								1		1	1		3																		3	0	0	endosome membrane 	GARP complex Golgi membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G19490	VPS54	pp								1		1			2																		2	0	0	chloroplast 	GARP complex Golgi membrane 	0	Swiss	
ARA5/AtRABD2a	AT1G13980	GNOM	pp								1		1			2																		2	0	0	cytosol endosome membrane 	endosome plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT1G71270	VPS52	pp						1	1	1		1	1		5																		5	0	0	endosome membrane 	endomembrane system GARP complex Golgi apparatus Golgi membrane 	0	Swiss	
ARA5/AtRABD2a	AT5G45510	Leucine-rich repeat (LRR) family protein 	pp										1			1							1											2	0	0	0	cytosol plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT5G23060	CaS calcium sensing receptor 	pp						1				1			2																		2	1	0	0	chloroplast chloroplast thylakoid chloroplast thylakoid membrane mitochondrion thylakoid 	0	Swiss	
ARA5/AtRABD2a	AT3G07160	"ATGSL10, gsl10, CALS9 glucan synthase-like 10 "	pp		1			1			1		1			2		1					1			1						1		8	16	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT4G32410	"CESA1, RSW1, AtCESA1 cellulose synthase 1 "	pp		1			1			1		1			2		1		1						1					1			8	6	0	0	endosome Golgi apparatus plasma membrane trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT2G36850	"ATGSL08, GSL8, GSL08, ATGSL8, CHOR glucan synthase-like 8 "	pp		1						1		1			2		1					1			1						1		7	15	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT5G05170	"CESA3, IXR1, ATCESA3, ATH-B, CEV1 Cellulose synthase family protein "	pp		1						1		1			2		1		1						1					1			7	8	0	0	endosome Golgi apparatus plasma membrane plasmodesma trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT3G51550	FER Malectin/receptor-like protein kinase family protein 	pp								1		1			2		1					1									1		5	2	0	0	filiform apparatus membrane plasma membrane plasmodesma 	1	Swiss	
ARA5/AtRABD2a	AT1G01960	BIG3/EDA10	pp						1		1		1	1		4																		4	0	0	membrane 	cytosol nucleus 	0	Swiss	
ARA5/AtRABD2a	AT3G02260	"BIG, DOC1, TIR3, UMB1, ASA1, LPR1, CRM1 auxin transport protein (BIG) "	pp						1	1	1		1	1		5						1												6	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT3G05280	YIP5b	pp		1			1					1		1	2										1								5	5	0	0	cytosol Golgi apparatus 	0	trembl	
ARA5/AtRABD2a	AT3G03960	TCP-1/cpn60 chaperonin family protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT4G03550	"ATGSL05, GSL05, ATGSL5, PMR4, GSL5 glucan synthase-like 5 "	pp		1			1			1		1			2							1			1						1		7	12	0	0	Golgi apparatus plasma membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT3G28860	"ATMDR1, ATMDR11, PGP19, MDR11, MDR1, ATPGP19, ABCB19, ATABCB19 ATP binding cassette subfamily B19 "	pp		1						1		1			2							1									1		5	10	0	0	plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT3G63460	SEC31B	pp							1	1		1			3																		3	0	0	endoplasmic reticulum Golgi apparatus 	cytosol membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT1G62020	Coatomer ? (RET1p)	pp							1	1		1	1	1	5						1												6	0	0	0	cytosol membrane plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT2G21390	Coatomer ? (RET1p)	pp							1	1		1	1		4																		4	0	0	0	cytosol membrane 	0	Swiss	
ARA5/AtRABD2a	AT3G10380	SEC8	pp						1	1	1		1	1		5																		5	0	0	cell wall phragmoplast 	cytosol exocyst plasma membrane plasmodesma 	0	Swiss	
ARA5/AtRABD2a	AT3G43300	MIN7/BIG5	pp					1			1		1	1		3																		4	0	0	early endosome membrane 	cytosol early endosome trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT5G16300	COG1/VPS51	pp								1		1			2																		2	0	0	0	cytosol 	0	trembl	
ARA5/AtRABD2a	AT3G20050	"ATTCP-1, TCP-1 T-complex protein 1 alpha subunit "	pp						1		1		1	1		4			1															5	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT5G58410	HEAT/U-box domain-containing protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT3G50590	TWD40-1	pp								1		1			2																		2	2	0	0	0	0	trembl	
ARA5/AtRABD2a	AT3G60860	BIG2 	pp								1		1			2																		2	0	0	membrane 	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT5G21326	Ca2+regulated serine-threonine protein kinase family protein 	pp								1		1			2																		2	0	0	plasma membrane 	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT1G71220	"EBS1, UGGT, PSL2 UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups "	pp								1		1			2			1								1							4	1	0	endoplasmic reticulum lumen 	0	1	Swiss	
ARA5/AtRABD2a	AT5G42220	Ubiquitin-like superfamily protein 	pp								1		1			2																		2	0	0	0	cytosol 	0	trembl	
ARA5/AtRABD2a	AT5G51430	COG7	pp								1		1			2																		2	0	0	0	cytosol 	0	trembl	
ARA5/AtRABD2a	AT1G06410	"ATTPS7, TPS7, ATTPSA trehalose-phosphatase/synthase 7 "	pp										1			1																		1	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT1G20950	Phosphofructokinase family protein 	pp										1			1																		1	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT2G22475	GEM GRAM domain family protein 	pp										1			1																		1	0	0	0	cytosol 	0	Swiss	
ARA5/AtRABD2a	AT1G50030	TOR target of rapamycin 	pp								1		1			2																		2	0	0	0	cytoplasm nucleus 	0	Swiss	
ARA5/AtRABD2a	AT3G63520	"CCD1, ATCCD1, ATNCED1, NCED1 carotenoid cleavage dioxygenase 1 "	pp										1			1										1								2	0	0	0	cytoplasm Golgi apparatus plasma membrane plasmodesma vacuolar membrane vacuole 	0	Swiss	
ARA5/AtRABD2a	AT5G13110	G6PD2 glucose-6-phosphate dehydrogenase 2 	pp								1		1			2																		2	0	0	0	chloroplast stroma 	0	Swiss	
ARA5/AtRABD2a	AT5G57460	TML	pp										1			1																		1	0	0	0	chloroplast plasma membrane 	0	trembl	
ARA5/AtRABD2a	AT5G13630	"GUN5, CCH, CHLH, CCH1, ABAR magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) "	pp							1			1	1		3																		3	0	0	chloroplast stroma 	chloroplast mitochondrion 	0	Swiss	
ARA5/AtRABD2a	AT1G23190	PGM3 Phosphoglucomutase/phosphomannomutase family protein 	pp								1		1	1		3																		3	0	0	0	chloroplast cytoplasm cytosol nucleus plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT4G10340	LHCB5 light harvesting complex of photosystem II 5 	pp										1		1	2																		2	0	0	0	chloroplast chloroplast thylakoid chloroplast thylakoid membrane membrane plastoglobule PSII associated light-harvesting complex II thylakoid 	0	Swiss	
ARA5/AtRABD2a	AT5G53460	GLT1 NADH-dependent glutamate synthase 1 	pp								1		1			2																		2	0	0	0	chloroplast chloroplast stroma 	0	Swiss	
ARA5/AtRABD2a	AT1G59820	ALA3 aminophospholipid ATPase 3 	pp		1			1					1			1				1									1					5	8	0	endoplasmic reticulum membrane Golgi membrane 	endosome Golgi apparatus plasma membrane trans-Golgi network 	0	Swiss	
ARA5/AtRABD2a	AT1G32050	SCAMP family protein 	pp		1			1					1			1							1			1								5	4	0	transport vesicle membrane 	Golgi apparatus mitochondrion plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT5G03700	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain 	pp					1					1			1				1														3	1	0	0	endosome Golgi apparatus plasma membrane trans-Golgi network 	1	Swiss	
ARA5/AtRABD2a	AT5G64740	"CESA6, IXR2, E112, PRC1 cellulose synthase 6 "	pp		1								1			1																		2	8	0	0	Golgi apparatus membrane plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT2G26910	"PDR4, ATPDR4 pleiotropic drug resistance 4 "	pp										1			1																		1	13	0	0	plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT1G51500	"CER5, D3, ABCG12, WBC12, ATWBC12 ABC-2 type transporter family protein "	pp										1			1																1		2	7	0	plasma membrane 	0	0	Swiss	
ARA5/AtRABD2a	AT5G46580	pentatricopeptide (PPR) repeat-containing protein 	pp										1	1		2																		2	0	0	0	chloroplast 	0	Swiss	
ARA5/AtRABD2a	AT1G25490	"RCN1, REGA, ATB BETA BETA, EER1 ARM repeat superfamily protein "	pp								1		1	1		3																		3	0	0	0	cell wall nucleus plasma membrane 	0	Swiss	1
ARA5/AtRABD2a	AT1G12000	Phosphofructokinase family protein 	pp								1		1	1		3																		3	0	0	0	cell wall cytosol membrane 	0	Swiss	1
ARA5/AtRABD2a	AT5G19820	emb2734 ARM repeat superfamily protein 	pp						1	1	1	1	1	1		6																		6	0	0	0	cell wall cytosol 	0	trembl	1
ARA5/AtRABD2a	AT3G45780	"PHOT1, NPH1, JK224, RPT1 phototropin 1 "	pp										1	1		2																		2	0	0	0	cell surface cytoplasm cytoplasmic side of plasma membrane vacuole 	0	Swiss	
ARA5/AtRABD2a	AT5G10470	"KCA1, KAC1 kinesin like protein for actin based chloroplast movement 1 "	pp						1				1	1		3																		3	0	0	chromosome nucleus spindle 	cell plate chloroplast envelope cytosol membrane phragmoplast plasma membrane 	0	Swiss	
ARA5/AtRABD2a	AT1G78900	VHA-A vacuolar ATP synthase subunit A 	pp		1								1		1	2								1		1		1						6	0	0	0	apoplast cell wall chloroplast chloroplast envelope Golgi apparatus membrane plant-type vacuole plasma membrane plasmodesma vacuolar membrane vacuole 	0	Swiss	1
ARA5/AtRABD2a	AT2G16950	"TRN1, ATTRN1 transportin 1 "	pp						1	1	1		1	1		5																		5	0	0	cytoplasm nucleoplasm 	0	0	Swiss	
ARA5/AtRABD2a	AT5G65010	ASN2 asparagine synthetase 2 	pp						1	1	1		1	1		5																		5	0	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT1G52360	Coatomer ß ' (SEC27p)	pp							1	1		1	1		4																		4	0	0	COPI-coated vesicle membrane 	0	0	Swiss	
ARA5/AtRABD2a	AT1G18270	ketose-bisphosphate aldolase class-II family protein 	pp								1		1	1		3																		3	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT1G64790	ILA ILITYHIA 	pp								1		1	1		3																		3	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT1G02080	transcription regulators 	pp						1		1		1			3																		3	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT2G07360	TASH3	pp						1		1		1			3																		3	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT3G06530	ARM repeat superfamily protein 	pp						1		1		1			3																		3	0	0	nucleolus 	0	0	Swiss	
ARA5/AtRABD2a	AT5G65950	unknown protein	pp		1			1		1	1		1			3																		5	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT5G16280	TRS85	pp		1			1					1	1		2																		4	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT1G67140	SWEETIE HEAT repeat-containing protein 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT2G26780	ARM repeat superfamily protein 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT2G45540	WD-40 repeat family protein / beige-related 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT4G01800	"AGY1, AtcpSecA, SECA1 Albino or Glassy Yellow 1 "	pp								1		1			2																		2	0	0	chloroplast stroma chloroplast thylakoid membrane 	0	0	Swiss	
ARA5/AtRABD2a	AT4G27640	ARM repeat superfamily protein 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT3G03220	"ATEXPA13, EXP13, ATEXP13, ATHEXP ALPHA 1.22, EXPA13 expansin A13 "	pp										1			1																		1	0	0	cell wall membrane 	0	1	Swiss	
ARA5/AtRABD2a	AT5G27970	ARM repeat superfamily protein 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT5G39590	TLD-domain containing nucleolar protein 	pp								1		1			2																		2	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT2G47960	unknown protein	pp		1			1					1			1																		3	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT3G01310	Phosphoglycerate mutase-like family protein 	pp										1			1																		1	0	0	0	0	0	trembl	
ARA5/AtRABD2a	AT4G28710	"XIH, ATXIH Myosin family protein with Dil domain "	pp										1			1																		1	0	0	0	0	0	Swiss	
ARA5/AtRABD2a	AT5G46070	Guanylate-binding family protein 	pp										1			1																		1	0	0	0	0	0	trembl	
YFP-RABG3f	AT1G59870	"PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 ABC-2 and Plant PDR ABC-type transporter family protein "	pp		1			1	1	1	1	1	1	1	1	7		1					1									1		12	13	0	0	chloroplast chloroplast envelope membrane mitochondrion plasma membrane vacuolar membrane 	0	Swiss	
YFP-RABG3f	AT3G11730	AtRABD1	pp		1			1						1		1		1	1												1			6	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	Golgi membrane plasma membrane trans-Golgi network membrane 	0	Swiss	
YFP-RABG3f	AT5G53480	ARM repeat superfamily protein 	pp						1	1	1	1	1	1	1	7		1																8	0	0	0	chloroplast cytoplasm nucleus 	0	Swiss	
YFP-RABG3f	AT2G46520	"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative "	pp							1	1	1	1	1	1	6		1																7	0	0	nucleus 	cytosol membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT5G26360	TCP-1/cpn60 chaperonin family protein 	pp								1		1	1		3		1				1												5	0	0	0	cytosol 	0	Swiss	
YFP-RABG3f	AT2G33120	VAMP722/SAR1	pp							1	1	1	1	1		5																		5	1	0	0	0	0	Swiss	
YFP-RABG3f	AT2G02560	"CAND1, ATCAND1, ETA2, TIP120, HVE cullin-associated and neddylation dissociated "	pp							1	1			1		3		1																4	0	0	0	cell wall cytosol plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G36530	"LOS2, ENO2 Enolase "	pp							1	1			1		3		1				1												5	0	0	0	apoplast chloroplast cytoplasm cytosol membrane mitochondrial envelope mitochondrion nucleus plasma membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT1G09640	"Translation elongation factor EF1B, gamma chain "	pp								1			1		2		1						1										4	0	0	0	cytosol plasma membrane plasmodesma vacuole 	0	Swiss	
YFP-RABG3f	AT1G62380	"ACO2, ATACO2 ACC oxidase 2 "	pp								1			1		2		1								1								4	0	0	0	cell wall cytosol endoplasmic reticulum Golgi apparatus plasma membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT1G29470	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp								1	1	1	1		4				1						1			1					7	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
YFP-RABG3f	AT2G26250	"FDH, KCS10 3-ketoacyl-CoA synthase 10 "	pp								1	1		1	1	4			1								1							6	3	0	0	endoplasmic reticulum membrane 	0	Swiss	
YFP-RABG3f	AT1G64330	myosin heavy chain-related 	pp											1		1		1						1										3	0	0	0	vacuolar membrane vacuole 	0	trembl	
YFP-RABG3f	AT4G19640	ARA7/AtRABF2b	pp							1	1		1	1		4			1												1			6	0	S-geranylgeranyl cysteine. {ECO:0000250}.	early endosome membrane vacuolar membrane 	early endosome endoplasmic reticulum endosome plasma membrane 	0	Swiss	
YFP-RABG3f	AT5G47200	AtRABD2b	pp		1						1			1	1	3						1												5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	Golgi membrane 	Golgi apparatus plasma membrane 	0	Swiss	
YFP-RABG3f	AT3G46830	AtRABA2c	pp		1								1	1		2						1										1		5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	endosome membrane Golgi apparatus 	cell plate cytosol endosome plasma membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT3G18820	AtRABG3f	pp		1									1	1	2						1						1						5	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	Golgi apparatus nucleus plasma membrane 	0	Swiss	
YFP-RABG3f	AT4G17170	AtRABB1c	pp											1	1	2						1									1			4	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	membrane plasma membrane vacuole 	0	Swiss	
YFP-RABG3f	AT1G43890	AtRABC1	pp							1				1		2						1									1			4	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G44610	AtRABH1b	pp		1									1		1				1												1		4	0	S-geranylgeranyl cysteine. {ECO:0000250}.	0	cytosol endosome Golgi apparatus Golgi membrane membrane plasma membrane plasmodesma trans-Golgi network vacuolar membrane 	0	Swiss	
YFP-RABG3f	AT4G34830	MRL1 Pentatricopeptide repeat (PPR) superfamily protein 	pp								1		1	1		3																		3	1	0	0	chloroplast 	0	Swiss	
YFP-RABG3f	AT1G20330	"SMT2, CVP1, FRL1 sterol methyltransferase 2 "	pp								1			1	1	3		1	1							1		1						7	1	0	0	endoplasmic reticulum Golgi apparatus 	0	Swiss	
YFP-RABG3f	AT1G36160	"ACC1, AT-ACC1, EMB22, GK, PAS3 acetyl-CoA carboxylase 1 "	pp								1		1	1		3																		3	0	0	cytosol 	plasma membrane 	0	Swiss	
YFP-RABG3f	AT2G25430	ATECA4	pp	1					1					1		2																		3	0	0	clathrin-coated vesicle coated pit Golgi apparatus 	nucleus plasma membrane 	0	Swiss	
YFP-RABG3f	AT5G04130	GYRB2 DNA GYRASE B2 	pp								1		1	1		3																		3	0	0	0	mitochondrion 	0	Swiss	
YFP-RABG3f	AT1G71410	ARM repeat superfamily protein 	pp								1			1		2																		2	0	0	0	membrane 	0	trembl	
YFP-RABG3f	AT3G19820	"DWF1, DIM, EVE1, DIM1, CBB1 cell elongation protein / DWARF1 / DIMINUTO (DIM) "	pp		1									1	1	2		1						1				1						6	1	0	0	integral component of membrane membrane plasma membrane vacuolar membrane vacuole 	0	Swiss	
YFP-RABG3f	AT5G23860	TUB8 tubulin beta 8 	pp											1		1																		1	0	0	0	Golgi apparatus membrane 	0	Swiss	
YFP-RABG3f	AT1G50500	VPS53	pp								1		1	1		3																		3	0	0	endosome membrane 	GARP complex Golgi membrane 	0	Swiss	
YFP-RABG3f	AT3G53420	"PIP2A, PIP2, PIP2;1 plasma membrane intrinsic protein 2A "	pp							1				1		2							1					1						4	6	0	0	chloroplast membrane plasma membrane plasmodesma vacuole 	0	Swiss	
YFP-RABG3f	AT5G46110	"APE2, TPT Glucose-6-phosphate/phosphate translocator-related "	pp								1			1		2																		2	9	0	chloroplast membrane 	0	0	Swiss	
YFP-RABG3f	AT1G71270	VPS52	pp						1	1	1		1	1		5																		5	0	0	endosome membrane 	endomembrane system GARP complex Golgi apparatus Golgi membrane 	0	Swiss	
YFP-RABG3f	AT1G23410	Ribosomal protein S27a / Ubiquitin family protein	pp											1		1																		1	0	0	nucleus 	cytosolic small ribosomal subunit Golgi apparatus plasma membrane plasmodesma 	0	Swiss	
YFP-RABG3f	AT1G30580	GTP binding 	pp											1	1	2																		2	0	0	0	cytosol plasmodesma 	0	trembl	
YFP-RABG3f	AT5G19990	"RPT6A, ATSUG1 regulatory particle triple-A ATPase 6A "	pp											1		1																		1	0	0	0	cytosol plasma membrane proteasome complex 	0	Swiss	
YFP-RABG3f	AT3G28290	AT14A Protein of unknown function (DUF677) 	pp								1			1		2																		2	2	0	0	0	0	Swiss	
YFP-RABG3f	AT2G32730	"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit "	pp								1			1		2																		2	1	0	0	cytosol proteasome complex 	0	Swiss	
YFP-RABG3f	AT1G01960	BIG3/EDA10	pp						1		1		1	1		4																		4	0	0	membrane 	cytosol nucleus 	0	Swiss	
